"","Trials","ProbR","ID","role","cond","reward","choise","partner.choise","sender.dec","receiver.dec","phase","onset","state","event","image_name"
"215",72,20,"s53A","receiver","comp",0,1,1,"truth","trust","2",1650.0875,"active",215,"s53A+beta+event_215+tlrc"
"216",72,20,"s53A","receiver","comp",0,1,1,"truth","trust","FB",1657.0875,"feedback",216,"s53A+beta+event_216+tlrc"
"217",73,75,"s53A","sender","coop",0,2,2,"truth","trust","1",1665.0929,"active",217,"s53A+beta+event_217+tlrc"
"218",73,75,"s53A","sender","coop",0,2,2,"truth","trust","2",1672.0929,"waiting",218,"s53A+beta+event_218+tlrc"
"219",73,75,"s53A","sender","coop",0,2,2,"truth","trust","FB",1679.0929,"feedback",219,"s53A+beta+event_219+tlrc"
"220",74,25,"s53A","sender","comp",150,2,2,"lie","trust","1",1687.0982,"active",220,"s53A+beta+event_220+tlrc"
"221",74,25,"s53A","sender","comp",150,2,2,"lie","trust","2",1694.0982,"waiting",221,"s53A+beta+event_221+tlrc"
"222",74,25,"s53A","sender","comp",150,2,2,"lie","trust","FB",1701.0982,"feedback",222,"s53A+beta+event_222+tlrc"
"223",75,30,"s53A","receiver","coop",100,1,1,"truth","trust","1",1711.1033,"waiting",223,"s53A+beta+event_223+tlrc"
"224",75,30,"s53A","receiver","coop",100,1,1,"truth","trust","2",1718.1033,"active",224,"s53A+beta+event_224+tlrc"
"225",75,30,"s53A","receiver","coop",100,1,1,"truth","trust","FB",1725.1033,"feedback",225,"s53A+beta+event_225+tlrc"
"226",76,10,"s53A","receiver","comp",0,2,1,"truth","doubt","1",1732.1086,"waiting",226,"s53A+beta+event_226+tlrc"
"227",76,10,"s53A","receiver","comp",0,2,1,"truth","doubt","2",1739.1086,"active",227,"s53A+beta+event_227+tlrc"
"228",76,10,"s53A","receiver","comp",0,2,1,"truth","doubt","FB",1746.1086,"feedback",228,"s53A+beta+event_228+tlrc"
"229",77,70,"s53A","sender","coop",100,2,2,"truth","trust","1",1754.114,"active",229,"s53A+beta+event_229+tlrc"
"230",77,70,"s53A","sender","coop",100,2,2,"truth","trust","2",1761.114,"waiting",230,"s53A+beta+event_230+tlrc"
"231",77,70,"s53A","sender","coop",100,2,2,"truth","trust","FB",1768.114,"feedback",231,"s53A+beta+event_231+tlrc"
"232",78,60,"s53A","sender","comp",0,1,2,"lie","doubt","1",1774.119,"active",232,"s53A+beta+event_232+tlrc"
"233",78,60,"s53A","sender","comp",0,1,2,"lie","doubt","2",1781.119,"waiting",233,"s53A+beta+event_233+tlrc"
"234",78,60,"s53A","sender","comp",0,1,2,"lie","doubt","FB",1788.119,"feedback",234,"s53A+beta+event_234+tlrc"
"235",79,20,"s53A","receiver","coop",100,1,1,"truth","trust","1",1799.1243,"waiting",235,"s53A+beta+event_235+tlrc"
"236",79,20,"s53A","receiver","coop",100,1,1,"truth","trust","2",1806.1243,"active",236,"s53A+beta+event_236+tlrc"
"237",79,20,"s53A","receiver","coop",100,1,1,"truth","trust","FB",1813.1243,"feedback",237,"s53A+beta+event_237+tlrc"
"238",80,35,"s53A","receiver","comp",0,1,1,"truth","trust","1",1819.1292,"waiting",238,"s53A+beta+event_238+tlrc"
"239",80,35,"s53A","receiver","comp",0,1,1,"truth","trust","2",1826.1292,"active",239,"s53A+beta+event_239+tlrc"
"240",80,35,"s53A","receiver","comp",0,1,1,"truth","trust","FB",1833.1292,"feedback",240,"s53A+beta+event_240+tlrc"
"241",81,30,"s53A","sender","coop",100,1,1,"truth","trust","1",1842.1341,"active",241,"s53A+beta+event_241+tlrc"
"242",81,30,"s53A","sender","coop",100,1,1,"truth","trust","2",1849.1341,"waiting",242,"s53A+beta+event_242+tlrc"
"243",81,30,"s53A","sender","coop",100,1,1,"truth","trust","FB",1856.1341,"feedback",243,"s53A+beta+event_243+tlrc"
"244",82,80,"s53A","sender","comp",150,2,1,"truth","doubt","1",1865.1396,"active",244,"s53A+beta+event_244+tlrc"
"245",82,80,"s53A","sender","comp",150,2,1,"truth","doubt","2",1872.1396,"waiting",245,"s53A+beta+event_245+tlrc"
"246",82,80,"s53A","sender","comp",150,2,1,"truth","doubt","FB",1879.1396,"feedback",246,"s53A+beta+event_246+tlrc"
"247",83,15,"s53A","receiver","coop",100,1,1,"truth","trust","1",1884.145,"waiting",247,"s53A+beta+event_247+tlrc"
"248",83,15,"s53A","receiver","coop",100,1,1,"truth","trust","2",1891.145,"active",248,"s53A+beta+event_248+tlrc"
"249",83,15,"s53A","receiver","coop",100,1,1,"truth","trust","FB",1898.145,"feedback",249,"s53A+beta+event_249+tlrc"
"250",84,85,"s53A","receiver","comp",150,2,2,"truth","trust","1",1907.15,"waiting",250,"s53A+beta+event_250+tlrc"
"251",84,85,"s53A","receiver","comp",150,2,2,"truth","trust","2",1914.15,"active",251,"s53A+beta+event_251+tlrc"
"252",84,85,"s53A","receiver","comp",150,2,2,"truth","trust","FB",1921.15,"feedback",252,"s53A+beta+event_252+tlrc"
"253",85,60,"s53A","sender","coop",0,2,2,"truth","trust","1",1950,"active",253,"s53A+beta+event_253+tlrc"
"254",85,60,"s53A","sender","coop",0,2,2,"truth","trust","2",1957,"waiting",254,"s53A+beta+event_254+tlrc"
"255",85,60,"s53A","sender","coop",0,2,2,"truth","trust","FB",1964,"feedback",255,"s53A+beta+event_255+tlrc"
"256",86,35,"s53A","sender","comp",150,1,1,"truth","trust","1",1972.007,"active",256,"s53A+beta+event_256+tlrc"
"257",86,35,"s53A","sender","comp",150,1,1,"truth","trust","2",1979.007,"waiting",257,"s53A+beta+event_257+tlrc"
"258",86,35,"s53A","sender","comp",150,1,1,"truth","trust","FB",1986.007,"feedback",258,"s53A+beta+event_258+tlrc"
"259",87,85,"s53A","receiver","coop",100,2,2,"truth","trust","1",1994.013,"waiting",259,"s53A+beta+event_259+tlrc"
"260",87,85,"s53A","receiver","coop",100,2,2,"truth","trust","2",2001.013,"active",260,"s53A+beta+event_260+tlrc"
"261",87,85,"s53A","receiver","coop",100,2,2,"truth","trust","FB",2008.013,"feedback",261,"s53A+beta+event_261+tlrc"
"262",88,20,"s53A","receiver","comp",150,1,1,"truth","trust","1",2014.0187,"waiting",262,"s53A+beta+event_262+tlrc"
"263",88,20,"s53A","receiver","comp",150,1,1,"truth","trust","2",2021.0187,"active",263,"s53A+beta+event_263+tlrc"
"264",88,20,"s53A","receiver","comp",150,1,1,"truth","trust","FB",2028.0187,"feedback",264,"s53A+beta+event_264+tlrc"
"265",89,90,"s53A","sender","coop",100,2,2,"truth","trust","1",2036.0252,"active",265,"s53A+beta+event_265+tlrc"
"266",89,90,"s53A","sender","coop",100,2,2,"truth","trust","2",2043.0252,"waiting",266,"s53A+beta+event_266+tlrc"
"267",89,90,"s53A","sender","coop",100,2,2,"truth","trust","FB",2050.0252,"feedback",267,"s53A+beta+event_267+tlrc"
"268",90,80,"s53A","sender","comp",0,2,2,"truth","trust","1",2059.035,"active",268,"s53A+beta+event_268+tlrc"
"269",90,80,"s53A","sender","comp",0,2,2,"truth","trust","2",2066.035,"waiting",269,"s53A+beta+event_269+tlrc"
"270",90,80,"s53A","sender","comp",0,2,2,"truth","trust","FB",2073.035,"feedback",270,"s53A+beta+event_270+tlrc"
"271",91,40,"s53A","receiver","coop",100,1,1,"truth","trust","1",2081.0398,"waiting",271,"s53A+beta+event_271+tlrc"
"272",91,40,"s53A","receiver","coop",100,1,1,"truth","trust","2",2088.0398,"active",272,"s53A+beta+event_272+tlrc"
"273",91,40,"s53A","receiver","coop",100,1,1,"truth","trust","FB",2095.0398,"feedback",273,"s53A+beta+event_273+tlrc"
"274",92,90,"s53A","receiver","comp",0,1,2,"truth","doubt","1",2104.0451,"waiting",274,"s53A+beta+event_274+tlrc"
"275",92,90,"s53A","receiver","comp",0,1,2,"truth","doubt","2",2111.0451,"active",275,"s53A+beta+event_275+tlrc"
"276",92,90,"s53A","receiver","comp",0,1,2,"truth","doubt","FB",2118.0451,"feedback",276,"s53A+beta+event_276+tlrc"
"277",93,75,"s53A","sender","coop",100,2,2,"truth","trust","1",2127.0504,"active",277,"s53A+beta+event_277+tlrc"
"278",93,75,"s53A","sender","coop",100,2,2,"truth","trust","2",2134.0504,"waiting",278,"s53A+beta+event_278+tlrc"
"279",93,75,"s53A","sender","coop",100,2,2,"truth","trust","FB",2141.0504,"feedback",279,"s53A+beta+event_279+tlrc"
"280",94,80,"s53A","sender","comp",0,2,2,"truth","trust","1",2152.0552,"active",280,"s53A+beta+event_280+tlrc"
"281",94,80,"s53A","sender","comp",0,2,2,"truth","trust","2",2159.0552,"waiting",281,"s53A+beta+event_281+tlrc"
"282",94,80,"s53A","sender","comp",0,2,2,"truth","trust","FB",2166.0552,"feedback",282,"s53A+beta+event_282+tlrc"
"283",95,20,"s53A","receiver","coop",100,1,1,"truth","trust","1",2174.0606,"waiting",283,"s53A+beta+event_283+tlrc"
"284",95,20,"s53A","receiver","coop",100,1,1,"truth","trust","2",2181.0606,"active",284,"s53A+beta+event_284+tlrc"
"285",95,20,"s53A","receiver","coop",100,1,1,"truth","trust","FB",2188.0606,"feedback",285,"s53A+beta+event_285+tlrc"
"286",96,35,"s53A","receiver","comp",150,1,1,"truth","trust","1",2200.0658,"waiting",286,"s53A+beta+event_286+tlrc"
"287",96,35,"s53A","receiver","comp",150,1,1,"truth","trust","2",2207.0658,"active",287,"s53A+beta+event_287+tlrc"
"288",96,35,"s53A","receiver","comp",150,1,1,"truth","trust","FB",2214.0658,"feedback",288,"s53A+beta+event_288+tlrc"
"289",97,40,"s53A","sender","coop",100,1,1,"truth","trust","1",2224.0707,"active",289,"s53A+beta+event_289+tlrc"
"290",97,40,"s53A","sender","coop",100,1,1,"truth","trust","2",2231.0707,"waiting",290,"s53A+beta+event_290+tlrc"
"291",97,40,"s53A","sender","coop",100,1,1,"truth","trust","FB",2238.0707,"feedback",291,"s53A+beta+event_291+tlrc"
"292",98,15,"s53A","sender","comp",150,2,2,"lie","trust","1",2247.076,"active",292,"s53A+beta+event_292+tlrc"
"293",98,15,"s53A","sender","comp",150,2,2,"lie","trust","2",2254.076,"waiting",293,"s53A+beta+event_293+tlrc"
"294",98,15,"s53A","sender","comp",150,2,2,"lie","trust","FB",2261.076,"feedback",294,"s53A+beta+event_294+tlrc"
"295",99,75,"s53A","receiver","coop",100,2,2,"truth","trust","1",2268.0815,"waiting",295,"s53A+beta+event_295+tlrc"
"296",99,75,"s53A","receiver","coop",100,2,2,"truth","trust","2",2275.0815,"active",296,"s53A+beta+event_296+tlrc"
"297",99,75,"s53A","receiver","coop",100,2,2,"truth","trust","FB",2282.0815,"feedback",297,"s53A+beta+event_297+tlrc"
"298",100,10,"s53A","receiver","comp",150,1,1,"truth","trust","1",2292.0864,"waiting",298,"s53A+beta+event_298+tlrc"
"299",100,10,"s53A","receiver","comp",150,1,1,"truth","trust","2",2299.0864,"active",299,"s53A+beta+event_299+tlrc"
"300",100,10,"s53A","receiver","comp",150,1,1,"truth","trust","FB",2306.0864,"feedback",300,"s53A+beta+event_300+tlrc"
"301",101,65,"s53A","sender","coop",0,2,2,"truth","trust","1",2316.0919,"active",301,"s53A+beta+event_301+tlrc"
"302",101,65,"s53A","sender","coop",0,2,2,"truth","trust","2",2323.0919,"waiting",302,"s53A+beta+event_302+tlrc"
"303",101,65,"s53A","sender","coop",0,2,2,"truth","trust","FB",2330.0919,"feedback",303,"s53A+beta+event_303+tlrc"
"304",102,25,"s53A","sender","comp",0,1,1,"truth","trust","1",2337.0968,"active",304,"s53A+beta+event_304+tlrc"
"305",102,25,"s53A","sender","comp",0,1,1,"truth","trust","2",2344.0968,"waiting",305,"s53A+beta+event_305+tlrc"
"306",102,25,"s53A","sender","comp",0,1,1,"truth","trust","FB",2351.0968,"feedback",306,"s53A+beta+event_306+tlrc"
"307",103,10,"s53A","receiver","coop",100,1,1,"truth","trust","1",2358.1016,"waiting",307,"s53A+beta+event_307+tlrc"
"308",103,10,"s53A","receiver","coop",100,1,1,"truth","trust","2",2365.1016,"active",308,"s53A+beta+event_308+tlrc"
"309",103,10,"s53A","receiver","coop",100,1,1,"truth","trust","FB",2372.1016,"feedback",309,"s53A+beta+event_309+tlrc"
"310",104,70,"s53A","receiver","comp",150,2,2,"truth","trust","1",2383.1071,"waiting",310,"s53A+beta+event_310+tlrc"
"311",104,70,"s53A","receiver","comp",150,2,2,"truth","trust","2",2390.1071,"active",311,"s53A+beta+event_311+tlrc"
"312",104,70,"s53A","receiver","comp",150,2,2,"truth","trust","FB",2397.1071,"feedback",312,"s53A+beta+event_312+tlrc"
"313",105,25,"s53A","sender","coop",0,1,1,"truth","trust","1",2407.1127,"active",313,"s53A+beta+event_313+tlrc"
"314",105,25,"s53A","sender","coop",0,1,1,"truth","trust","2",2414.1127,"waiting",314,"s53A+beta+event_314+tlrc"
"315",105,25,"s53A","sender","coop",0,1,1,"truth","trust","FB",2421.1127,"feedback",315,"s53A+beta+event_315+tlrc"
"316",106,15,"s53A","sender","comp",150,2,2,"lie","trust","1",2428.1177,"active",316,"s53A+beta+event_316+tlrc"
"317",106,15,"s53A","sender","comp",150,2,2,"lie","trust","2",2435.1177,"waiting",317,"s53A+beta+event_317+tlrc"
"318",106,15,"s53A","sender","comp",150,2,2,"lie","trust","FB",2442.1177,"feedback",318,"s53A+beta+event_318+tlrc"
"319",107,85,"s53A","receiver","coop",100,2,2,"truth","trust","1",2452.1232,"waiting",319,"s53A+beta+event_319+tlrc"
"320",107,85,"s53A","receiver","coop",100,2,2,"truth","trust","2",2459.1232,"active",320,"s53A+beta+event_320+tlrc"
"321",107,85,"s53A","receiver","coop",100,2,2,"truth","trust","FB",2466.1232,"feedback",321,"s53A+beta+event_321+tlrc"
"322",108,30,"s53A","receiver","comp",0,1,1,"truth","trust","1",2476.1287,"waiting",322,"s53A+beta+event_322+tlrc"
"323",108,30,"s53A","receiver","comp",0,1,1,"truth","trust","2",2483.1287,"active",323,"s53A+beta+event_323+tlrc"
"324",108,30,"s53A","receiver","comp",0,1,1,"truth","trust","FB",2490.1287,"feedback",324,"s53A+beta+event_324+tlrc"
"325",109,65,"s53A","sender","coop",100,2,2,"truth","trust","1",2500.1337,"active",325,"s53A+beta+event_325+tlrc"
"326",109,65,"s53A","sender","coop",100,2,2,"truth","trust","2",2507.1337,"waiting",326,"s53A+beta+event_326+tlrc"
"327",109,65,"s53A","sender","coop",100,2,2,"truth","trust","FB",2514.1337,"feedback",327,"s53A+beta+event_327+tlrc"
"328",110,30,"s53A","sender","comp",0,2,1,"lie","doubt","1",2519.1392,"active",328,"s53A+beta+event_328+tlrc"
"329",110,30,"s53A","sender","comp",0,2,1,"lie","doubt","2",2526.1392,"waiting",329,"s53A+beta+event_329+tlrc"
"330",110,30,"s53A","sender","comp",0,2,1,"lie","doubt","FB",2533.1392,"feedback",330,"s53A+beta+event_330+tlrc"
"331",111,60,"s53A","receiver","coop",100,2,2,"truth","trust","1",2540.1445,"waiting",331,"s53A+beta+event_331+tlrc"
"332",111,60,"s53A","receiver","coop",100,2,2,"truth","trust","2",2547.1445,"active",332,"s53A+beta+event_332+tlrc"
"333",111,60,"s53A","receiver","coop",100,2,2,"truth","trust","FB",2554.1445,"feedback",333,"s53A+beta+event_333+tlrc"
"334",112,70,"s53A","receiver","comp",0,1,2,"truth","doubt","1",2560.1497,"waiting",334,"s53A+beta+event_334+tlrc"
"335",112,70,"s53A","receiver","comp",0,1,2,"truth","doubt","2",2567.1497,"active",335,"s53A+beta+event_335+tlrc"
"336",112,70,"s53A","receiver","comp",0,1,2,"truth","doubt","FB",2574.1497,"feedback",336,"s53A+beta+event_336+tlrc"
